Commodity,Unit,Location,Spot Price(Rs.),Up/Down,Date,Time
GOLD,10 GRMS,AHMEDABAD,38795.00,+,28-Aug-19,17:01
GOLD,10 GRMS,AHMEDABAD,38714.00,+,28-Aug-19,13:21
GOLD,10 GRMS,AHMEDABAD,38404.00,-,27-Aug-19,17:37
GOLD,10 GRMS,AHMEDABAD,38523.00,-,27-Aug-19,13:27
GOLD,10 GRMS,AHMEDABAD,38578.00,+,26-Aug-19,17:52
GOLD,10 GRMS,AHMEDABAD,38521.00,+,26-Aug-19,14:26
GOLD,10 GRMS,AHMEDABAD,37599.00,-,23-Aug-19,17:22
GOLD,10 GRMS,AHMEDABAD,37620.00,-,23-Aug-19,13:42
GOLD,10 GRMS,AHMEDABAD,37668.00,+,22-Aug-19,17:06
GOLD,10 GRMS,AHMEDABAD,37611.00,+,22-Aug-19,13:23
GOLD,10 GRMS,AHMEDABAD,37550.00,+,21-Aug-19,17:07
GOLD,10 GRMS,AHMEDABAD,37520.00,-,21-Aug-19,13:36
GOLD,10 GRMS,AHMEDABAD,37688.00,+,20-Aug-19,17:08
GOLD,10 GRMS,AHMEDABAD,37571.00,+,20-Aug-19,13:18
GOLD,10 GRMS,AHMEDABAD,37469.00,-,19-Aug-19,17:11
GOLD,10 GRMS,AHMEDABAD,37512.00,+,19-Aug-19,13:05
GOLD,10 GRMS,AHMEDABAD,37466.00,+,16-Aug-19,17:14
GOLD,10 GRMS,AHMEDABAD,37418.00,-,16-Aug-19,13:10
GOLD,10 GRMS,AHMEDABAD,37574.00,+,14-Aug-19,18:14
GOLD,10 GRMS,AHMEDABAD,37243.00,-,14-Aug-19,13:59
GOLD,10 GRMS,AHMEDABAD,37799.00,+,13-Aug-19,18:24
GOLD,10 GRMS,AHMEDABAD,37739.00,+,13-Aug-19,14:09
GOLD,10 GRMS,AHMEDABAD,37270.00,+,09-Aug-19,17:40
GOLD,10 GRMS,AHMEDABAD,37190.00,+,09-Aug-19,13:32
GOLD,10 GRMS,AHMEDABAD,37047.00,-,08-Aug-19,16:45
GOLD,10 GRMS,AHMEDABAD,37244.00,+,08-Aug-19,13:14
GOLD,10 GRMS,AHMEDABAD,37039.00,+,07-Aug-19,16:36
GOLD,10 GRMS,AHMEDABAD,36970.00,+,07-Aug-19,12:51
GOLD,10 GRMS,AHMEDABAD,36463.00,+,06-Aug-19,16:52
GOLD,10 GRMS,AHMEDABAD,36386.00,+,06-Aug-19,13:45
GOLD,10 GRMS,AHMEDABAD,36289.00,+,05-Aug-19,17:05
GOLD,10 GRMS,AHMEDABAD,36140.00,+,05-Aug-19,13:38
GOLD,10 GRMS,AHMEDABAD,35341.00,+,02-Aug-19,16:56
GOLD,10 GRMS,AHMEDABAD,35295.00,+,02-Aug-19,13:17
GOLD,10 GRMS,AHMEDABAD,34572.00,+,01-Aug-19,17:08
GOLD,10 GRMS,AHMEDABAD,34532.00,-,01-Aug-19,12:54
GOLD,10 GRMS,AHMEDABAD,34805.00,+,31-Jul-19,17:14
GOLD,10 GRMS,AHMEDABAD,34753.00,-,31-Jul-19,12:46
GOLD,10 GRMS,AHMEDABAD,34801.00,+,30-Jul-19,17:01
GOLD,10 GRMS,AHMEDABAD,34757.00,+,30-Jul-19,13:01
GOLD,10 GRMS,AHMEDABAD,34730.00,+,29-Jul-19,17:29
GOLD,10 GRMS,AHMEDABAD,34727.00,-,29-Jul-19,14:16
GOLD,10 GRMS,AHMEDABAD,34781.00,-,26-Jul-19,17:09
GOLD,10 GRMS,AHMEDABAD,34794.00,-,26-Jul-19,13:17
GOLD,10 GRMS,AHMEDABAD,34943.00,+,25-Jul-19,16:54
GOLD,10 GRMS,AHMEDABAD,34901.00,+,25-Jul-19,13:02
GOLD,10 GRMS,AHMEDABAD,34897.00,+,24-Jul-19,17:16
GOLD,10 GRMS,AHMEDABAD,34858.00,+,24-Jul-19,13:19
GOLD,10 GRMS,AHMEDABAD,34852.00,+,23-Jul-19,17:32
GOLD,10 GRMS,AHMEDABAD,34792.00,-,23-Jul-19,13:11
GOLD,10 GRMS,AHMEDABAD,34932.00,-,22-Jul-19,17:04
GOLD,10 GRMS,AHMEDABAD,34950.00,-,22-Jul-19,12:52
GOLD,10 GRMS,AHMEDABAD,35091.00,-,19-Jul-19,17:05
GOLD,10 GRMS,AHMEDABAD,35105.00,+,19-Jul-19,13:09
GOLD,10 GRMS,AHMEDABAD,34709.00,-,18-Jul-19,16:59
GOLD,10 GRMS,AHMEDABAD,34763.00,+,18-Jul-19,12:59
GOLD,10 GRMS,AHMEDABAD,34428.00,-,17-Jul-19,17:35
GOLD,10 GRMS,AHMEDABAD,34465.00,-,17-Jul-19,14:35
GOLD,10 GRMS,AHMEDABAD,34583.00,+,16-Jul-19,17:43
GOLD,10 GRMS,AHMEDABAD,34542.00,-,16-Jul-19,14:12
GOLD,10 GRMS,AHMEDABAD,34558.00,+,15-Jul-19,17:54
GOLD,10 GRMS,AHMEDABAD,34498.00,+,15-Jul-19,13:35
GOLD,10 GRMS,AHMEDABAD,34407.00,-,12-Jul-19,17:34
GOLD,10 GRMS,AHMEDABAD,34441.00,=,12-Jul-19,13:37
GOLD,10 GRMS,AHMEDABAD,34575.00,-,11-Jul-19,17:38
GOLD,10 GRMS,AHMEDABAD,34633.00,+,11-Jul-19,13:09
GOLD,10 GRMS,AHMEDABAD,34189.00,+,10-Jul-19,17:57
GOLD,10 GRMS,AHMEDABAD,34101.00,+,10-Jul-19,13:51
GOLD,10 GRMS,AHMEDABAD,34075.00,-,09-Jul-19,17:05
GOLD,10 GRMS,AHMEDABAD,34187.00,-,09-Jul-19,13:33
GOLD,10 GRMS,AHMEDABAD,34437.00,-,08-Jul-19,16:52
GOLD,10 GRMS,AHMEDABAD,34514.00,-,08-Jul-19,13:21
GOLD,10 GRMS,AHMEDABAD,34655.00,+,05-Jul-19,18:35
GOLD,10 GRMS,AHMEDABAD,34571.00,+,05-Jul-19,15:20
GOLD,10 GRMS,AHMEDABAD,34134.00,=,04-Jul-19,17:09
GOLD,10 GRMS,AHMEDABAD,34134.00,=,04-Jul-19,13:40
GOLD,10 GRMS,AHMEDABAD,34134.00,-,03-Jul-19,17:57
GOLD,10 GRMS,AHMEDABAD,34191.00,+,03-Jul-19,13:38
GOLD,10 GRMS,AHMEDABAD,33577.00,+,02-Jul-19,17:14
GOLD,10 GRMS,AHMEDABAD,33574.00,+,02-Jul-19,13:33
GOLD,10 GRMS,AHMEDABAD,33549.00,+,01-Jul-19,17:22
GOLD,10 GRMS,AHMEDABAD,33524.00,-,01-Jul-19,13:55
GOLD,10 GRMS,AHMEDABAD,34006.00,+,28-Jun-19,19:19
GOLD,10 GRMS,AHMEDABAD,33947.00,+,28-Jun-19,14:10
GOLD,10 GRMS,AHMEDABAD,33849.00,+,27-Jun-19,17:27
GOLD,10 GRMS,AHMEDABAD,33834.00,-,27-Jun-19,13:58
GOLD,10 GRMS,AHMEDABAD,33885.00,-,26-Jun-19,17:54
GOLD,10 GRMS,AHMEDABAD,33997.00,-,26-Jun-19,13:59
GOLD,10 GRMS,AHMEDABAD,34329.00,-,25-Jun-19,17:22
GOLD,10 GRMS,AHMEDABAD,34481.00,+,25-Jun-19,13:31
GOLD,10 GRMS,AHMEDABAD,34041.00,+,24-Jun-19,17:14
GOLD,10 GRMS,AHMEDABAD,33998.00,+,24-Jun-19,13:59
GOLD,10 GRMS,AHMEDABAD,33909.00,+,21-Jun-19,17:04
GOLD,10 GRMS,AHMEDABAD,33848.00,+,21-Jun-19,13:06
GOLD,10 GRMS,AHMEDABAD,33520.00,-,20-Jun-19,17:08
GOLD,10 GRMS,AHMEDABAD,33582.00,+,20-Jun-19,13:34
GOLD,10 GRMS,AHMEDABAD,32850.00,+,19-Jun-19,17:03
GOLD,10 GRMS,AHMEDABAD,32843.00,-,19-Jun-19,13:24
GOLD,10 GRMS,AHMEDABAD,32918.00,+,18-Jun-19,17:08
GOLD,10 GRMS,AHMEDABAD,32914.00,+,18-Jun-19,13:17
GOLD,10 GRMS,AHMEDABAD,32733.00,-,17-Jun-19,17:02
GOLD,10 GRMS,AHMEDABAD,32772.00,-,17-Jun-19,13:26
GOLD,10 GRMS,AHMEDABAD,33061.00,+,14-Jun-19,16:58
GOLD,10 GRMS,AHMEDABAD,33012.00,+,14-Jun-19,12:47
GOLD,10 GRMS,AHMEDABAD,32632.00,=,13-Jun-19,16:46
GOLD,10 GRMS,AHMEDABAD,32631.00,+,13-Jun-19,13:07
GOLD,10 GRMS,AHMEDABAD,32590.00,+,12-Jun-19,17:18
GOLD,10 GRMS,AHMEDABAD,32579.00,+,12-Jun-19,13:01
GOLD,10 GRMS,AHMEDABAD,32331.00,-,11-Jun-19,16:52
GOLD,10 GRMS,AHMEDABAD,32391.00,-,11-Jun-19,12:46
GOLD,10 GRMS,AHMEDABAD,32527.00,+,10-Jun-19,16:56
GOLD,10 GRMS,AHMEDABAD,32458.00,-,10-Jun-19,13:03
GOLD,10 GRMS,AHMEDABAD,32607.00,+,07-Jun-19,17:28
GOLD,10 GRMS,AHMEDABAD,32507.00,-,07-Jun-19,12:55
GOLD,10 GRMS,AHMEDABAD,32611.00,+,06-Jun-19,16:45
GOLD,10 GRMS,AHMEDABAD,32528.00,+,06-Jun-19,12:47
GOLD,10 GRMS,AHMEDABAD,32407.00,-,04-Jun-19,17:00
GOLD,10 GRMS,AHMEDABAD,32434.00,+,04-Jun-19,13:04
GOLD,10 GRMS,AHMEDABAD,32206.00,-,03-Jun-19,16:51
GOLD,10 GRMS,AHMEDABAD,32217.00,+,03-Jun-19,13:22
GOLD,10 GRMS,AHMEDABAD,32056.00,+,31-May-19,18:32
GOLD,10 GRMS,AHMEDABAD,31994.00,+,31-May-19,13:03
GOLD,10 GRMS,AHMEDABAD,31674.00,+,30-May-19,17:11
GOLD,10 GRMS,AHMEDABAD,31649.00,-,30-May-19,12:52
GOLD,10 GRMS,AHMEDABAD,31802.00,-,29-May-19,17:11
GOLD,10 GRMS,AHMEDABAD,31814.00,+,29-May-19,12:45
GOLD,10 GRMS,AHMEDABAD,31710.00,+,28-May-19,17:32
GOLD,10 GRMS,AHMEDABAD,31694.00,-,28-May-19,13:34
GOLD,10 GRMS,AHMEDABAD,31708.00,+,27-May-19,17:50
GOLD,10 GRMS,AHMEDABAD,31663.00,+,27-May-19,13:34
GOLD,10 GRMS,AHMEDABAD,31591.00,-,24-May-19,16:47
GOLD,10 GRMS,AHMEDABAD,31658.00,-,24-May-19,12:45
GOLD,10 GRMS,AHMEDABAD,31699.00,+,23-May-19,16:52
GOLD,10 GRMS,AHMEDABAD,31501.00,-,23-May-19,12:44
GOLD,10 GRMS,AHMEDABAD,31504.00,+,22-May-19,17:10
GOLD,10 GRMS,AHMEDABAD,31499.00,-,22-May-19,12:49
GOLD,10 GRMS,AHMEDABAD,31540.00,+,21-May-19,16:59
GOLD,10 GRMS,AHMEDABAD,31527.00,-,21-May-19,13:19
GOLD,10 GRMS,AHMEDABAD,31550.00,+,20-May-19,17:05
GOLD,10 GRMS,AHMEDABAD,31457.00,-,20-May-19,13:02
GOLD,10 GRMS,AHMEDABAD,31911.00,-,17-May-19,16:55
GOLD,10 GRMS,AHMEDABAD,31922.00,-,17-May-19,13:16
GOLD,10 GRMS,AHMEDABAD,32051.00,-,16-May-19,16:50
GOLD,10 GRMS,AHMEDABAD,32195.00,-,16-May-19,12:50
GOLD,10 GRMS,AHMEDABAD,32243.00,+,15-May-19,16:54
GOLD,10 GRMS,AHMEDABAD,32167.00,-,15-May-19,13:46
GOLD,10 GRMS,AHMEDABAD,32245.00,-,14-May-19,17:26
GOLD,10 GRMS,AHMEDABAD,32273.00,+,14-May-19,13:37
GOLD,10 GRMS,AHMEDABAD,31961.00,+,13-May-19,17:13
GOLD,10 GRMS,AHMEDABAD,31898.00,+,13-May-19,13:16
GOLD,10 GRMS,AHMEDABAD,31751.00,+,10-May-19,17:03
GOLD,10 GRMS,AHMEDABAD,31714.00,-,10-May-19,12:55
GOLD,10 GRMS,AHMEDABAD,31730.00,-,09-May-19,17:30
GOLD,10 GRMS,AHMEDABAD,31742.00,-,09-May-19,13:05
GOLD,10 GRMS,AHMEDABAD,31776.00,+,08-May-19,17:01
GOLD,10 GRMS,AHMEDABAD,31676.00,+,08-May-19,13:09
GOLD,10 GRMS,AHMEDABAD,31496.00,+,07-May-19,17:28
GOLD,10 GRMS,AHMEDABAD,31471.00,-,07-May-19,13:09
GOLD,10 GRMS,AHMEDABAD,31490.00,-,06-May-19,17:00
GOLD,10 GRMS,AHMEDABAD,31545.00,+,06-May-19,13:05
GOLD,10 GRMS,AHMEDABAD,31220.00,-,03-May-19,17:22
GOLD,10 GRMS,AHMEDABAD,31255.00,-,03-May-19,13:06
GOLD,10 GRMS,AHMEDABAD,31310.00,-,02-May-19,17:16
GOLD,10 GRMS,AHMEDABAD,31402.00,-,02-May-19,13:09
GOLD,10 GRMS,AHMEDABAD,31723.00,-,30-Apr-19,19:01
GOLD,10 GRMS,AHMEDABAD,31770.00,+,30-Apr-19,13:21
GOLD,10 GRMS,AHMEDABAD,31764.00,-,26-Apr-19,16:55
GOLD,10 GRMS,AHMEDABAD,31845.00,+,26-Apr-19,12:55
GOLD,10 GRMS,AHMEDABAD,31794.00,+,25-Apr-19,16:52
GOLD,10 GRMS,AHMEDABAD,31645.00,+,25-Apr-19,13:03
GOLD,10 GRMS,AHMEDABAD,31501.00,+,24-Apr-19,16:47
GOLD,10 GRMS,AHMEDABAD,31496.00,-,24-Apr-19,13:07
GOLD,10 GRMS,AHMEDABAD,31560.00,=,23-Apr-19,16:38
GOLD,10 GRMS,AHMEDABAD,31560.00,=,23-Apr-19,12:46
GOLD,10 GRMS,AHMEDABAD,31560.00,=,22-Apr-19,17:07
GOLD,10 GRMS,AHMEDABAD,31561.00,+,22-Apr-19,13:33
GOLD,10 GRMS,AHMEDABAD,31394.00,+,18-Apr-19,17:53
GOLD,10 GRMS,AHMEDABAD,31369.00,-,18-Apr-19,14:38
GOLD,10 GRMS,AHMEDABAD,31641.00,+,16-Apr-19,16:56
GOLD,10 GRMS,AHMEDABAD,31635.00,+,16-Apr-19,13:13
GOLD,10 GRMS,AHMEDABAD,31574.00,+,15-Apr-19,16:51
GOLD,10 GRMS,AHMEDABAD,31536.00,-,15-Apr-19,12:51
GOLD,10 GRMS,AHMEDABAD,31673.00,-,12-Apr-19,17:01
GOLD,10 GRMS,AHMEDABAD,31689.00,-,12-Apr-19,12:47
GOLD,10 GRMS,AHMEDABAD,31770.00,-,11-Apr-19,16:58
GOLD,10 GRMS,AHMEDABAD,31847.00,-,11-Apr-19,12:46
GOLD,10 GRMS,AHMEDABAD,31907.00,+,10-Apr-19,16:48
GOLD,10 GRMS,AHMEDABAD,31889.00,+,10-Apr-19,12:50
GOLD,10 GRMS,AHMEDABAD,31886.00,+,09-Apr-19,17:25
GOLD,10 GRMS,AHMEDABAD,31882.00,-,09-Apr-19,12:54
GOLD,10 GRMS,AHMEDABAD,31930.00,+,08-Apr-19,17:04
GOLD,10 GRMS,AHMEDABAD,31852.00,+,08-Apr-19,12:56
GOLD,10 GRMS,AHMEDABAD,31615.00,+,05-Apr-19,16:46
GOLD,10 GRMS,AHMEDABAD,31539.00,-,05-Apr-19,12:51
GOLD,10 GRMS,AHMEDABAD,31557.00,+,04-Apr-19,16:53
GOLD,10 GRMS,AHMEDABAD,31505.00,+,04-Apr-19,12:54
GOLD,10 GRMS,AHMEDABAD,31454.00,+,03-Apr-19,16:49
GOLD,10 GRMS,AHMEDABAD,31397.00,-,03-Apr-19,13:07
GOLD,10 GRMS,AHMEDABAD,31499.00,-,02-Apr-19,16:55
GOLD,10 GRMS,AHMEDABAD,31518.00,-,02-Apr-19,13:10
GOLD,10 GRMS,AHMEDABAD,31643.00,-,01-Apr-19,16:58
GOLD,10 GRMS,AHMEDABAD,31647.00,+,01-Apr-19,13:30
GOLD,10 GRMS,AHMEDABAD,31601.00,+,29-Mar-19,17:20
GOLD,10 GRMS,AHMEDABAD,31500.00,-,29-Mar-19,13:02
GOLD,10 GRMS,AHMEDABAD,31854.00,-,28-Mar-19,16:33
GOLD,10 GRMS,AHMEDABAD,31918.00,-,28-Mar-19,12:52
GOLD,10 GRMS,AHMEDABAD,32067.00,+,27-Mar-19,16:50
GOLD,10 GRMS,AHMEDABAD,32033.00,+,27-Mar-19,13:16
GOLD,10 GRMS,AHMEDABAD,31987.00,-,26-Mar-19,16:58
GOLD,10 GRMS,AHMEDABAD,32044.00,-,26-Mar-19,12:52
GOLD,10 GRMS,AHMEDABAD,32054.00,-,25-Mar-19,16:53
GOLD,10 GRMS,AHMEDABAD,32056.00,+,25-Mar-19,12:51
GOLD,10 GRMS,AHMEDABAD,32007.00,+,22-Mar-19,17:26
GOLD,10 GRMS,AHMEDABAD,31835.00,+,22-Mar-19,12:47
GOLD,10 GRMS,AHMEDABAD,31812.00,-,20-Mar-19,17:10
GOLD,10 GRMS,AHMEDABAD,31816.00,-,20-Mar-19,12:52
GOLD,10 GRMS,AHMEDABAD,31952.00,+,19-Mar-19,16:52
GOLD,10 GRMS,AHMEDABAD,31784.00,+,19-Mar-19,13:18
GOLD,10 GRMS,AHMEDABAD,31725.00,+,18-Mar-19,16:53
GOLD,10 GRMS,AHMEDABAD,31716.00,-,18-Mar-19,13:00
GOLD,10 GRMS,AHMEDABAD,31966.00,+,15-Mar-19,17:17
GOLD,10 GRMS,AHMEDABAD,31963.00,+,15-Mar-19,13:09
GOLD,10 GRMS,AHMEDABAD,31960.00,-,14-Mar-19,17:26
GOLD,10 GRMS,AHMEDABAD,32159.00,-,14-Mar-19,13:17
GOLD,10 GRMS,AHMEDABAD,32225.00,+,13-Mar-19,17:18
GOLD,10 GRMS,AHMEDABAD,32204.00,+,13-Mar-19,13:07
GOLD,10 GRMS,AHMEDABAD,32033.00,+,12-Mar-19,17:23
GOLD,10 GRMS,AHMEDABAD,31994.00,-,12-Mar-19,13:18
GOLD,10 GRMS,AHMEDABAD,32110.00,-,11-Mar-19,17:22
GOLD,10 GRMS,AHMEDABAD,32181.00,+,11-Mar-19,12:45
GOLD,10 GRMS,AHMEDABAD,32123.00,-,08-Mar-19,16:39
GOLD,10 GRMS,AHMEDABAD,32134.00,+,08-Mar-19,12:52
GOLD,10 GRMS,AHMEDABAD,31982.00,+,07-Mar-19,16:41
GOLD,10 GRMS,AHMEDABAD,31952.00,-,07-Mar-19,12:49
GOLD,10 GRMS,AHMEDABAD,32174.00,-,06-Mar-19,16:37
GOLD,10 GRMS,AHMEDABAD,32262.00,+,06-Mar-19,12:45
GOLD,10 GRMS,AHMEDABAD,32138.00,-,05-Mar-19,17:06
GOLD,10 GRMS,AHMEDABAD,32320.00,-,05-Mar-19,13:01
GOLD,10 GRMS,AHMEDABAD,32819.00,-,01-Mar-19,17:12
GOLD,10 GRMS,AHMEDABAD,32906.00,-,01-Mar-19,13:00
GOLD,10 GRMS,AHMEDABAD,33250.00,+,28-Feb-19,18:23
GOLD,10 GRMS,AHMEDABAD,33143.00,-,28-Feb-19,12:45
GOLD,10 GRMS,AHMEDABAD,33367.00,-,27-Feb-19,17:10
GOLD,10 GRMS,AHMEDABAD,33418.00,+,27-Feb-19,12:48
GOLD,10 GRMS,AHMEDABAD,33264.00,-,26-Feb-19,17:17
GOLD,10 GRMS,AHMEDABAD,33322.00,-,26-Feb-19,12:55
GOLD,10 GRMS,AHMEDABAD,33326.00,-,25-Feb-19,17:10
GOLD,10 GRMS,AHMEDABAD,33373.00,+,25-Feb-19,13:06
GOLD,10 GRMS,AHMEDABAD,33252.00,-,22-Feb-19,17:34
GOLD,10 GRMS,AHMEDABAD,33317.00,-,22-Feb-19,13:07
GOLD,10 GRMS,AHMEDABAD,33531.00,-,21-Feb-19,17:21
GOLD,10 GRMS,AHMEDABAD,33580.00,-,21-Feb-19,13:07
GOLD,10 GRMS,AHMEDABAD,33730.00,+,20-Feb-19,17:26
GOLD,10 GRMS,AHMEDABAD,33693.00,+,20-Feb-19,12:50
GOLD,10 GRMS,AHMEDABAD,33519.00,+,19-Feb-19,16:59
GOLD,10 GRMS,AHMEDABAD,33447.00,+,19-Feb-19,12:59
GOLD,10 GRMS,AHMEDABAD,33371.00,-,18-Feb-19,17:57
GOLD,10 GRMS,AHMEDABAD,33396.00,+,18-Feb-19,13:11
GOLD,10 GRMS,AHMEDABAD,33193.00,+,15-Feb-19,17:18
GOLD,10 GRMS,AHMEDABAD,33136.00,+,15-Feb-19,13:03
GOLD,10 GRMS,AHMEDABAD,32845.00,+,14-Feb-19,17:08
GOLD,10 GRMS,AHMEDABAD,32824.00,-,14-Feb-19,12:53
GOLD,10 GRMS,AHMEDABAD,32855.00,+,13-Feb-19,16:54
GOLD,10 GRMS,AHMEDABAD,32795.00,-,13-Feb-19,13:09
GOLD,10 GRMS,AHMEDABAD,32891.00,+,12-Feb-19,17:12
GOLD,10 GRMS,AHMEDABAD,32885.00,-,12-Feb-19,13:03
GOLD,10 GRMS,AHMEDABAD,32913.00,-,11-Feb-19,17:08
GOLD,10 GRMS,AHMEDABAD,33009.00,-,11-Feb-19,13:01
GOLD,10 GRMS,AHMEDABAD,33043.00,+,08-Feb-19,17:07
GOLD,10 GRMS,AHMEDABAD,33005.00,+,08-Feb-19,12:50
GOLD,10 GRMS,AHMEDABAD,33000.00,+,07-Feb-19,16:55
GOLD,10 GRMS,AHMEDABAD,32964.00,-,07-Feb-19,13:06
GOLD,10 GRMS,AHMEDABAD,33210.00,=,06-Feb-19,16:54
GOLD,10 GRMS,AHMEDABAD,33209.00,-,06-Feb-19,12:56
GOLD,10 GRMS,AHMEDABAD,33239.00,-,05-Feb-19,16:44
GOLD,10 GRMS,AHMEDABAD,33281.00,+,05-Feb-19,13:03
GOLD,10 GRMS,AHMEDABAD,33226.00,-,04-Feb-19,17:22
GOLD,10 GRMS,AHMEDABAD,33229.00,-,04-Feb-19,12:53
GOLD,10 GRMS,AHMEDABAD,33262.00,+,01-Feb-19,17:21
GOLD,10 GRMS,AHMEDABAD,33158.00,-,01-Feb-19,13:10
GOLD,10 GRMS,AHMEDABAD,33209.00,+,31-Jan-19,19:34
GOLD,10 GRMS,AHMEDABAD,33082.00,+,31-Jan-19,13:10
GOLD,10 GRMS,AHMEDABAD,33000.00,-,30-Jan-19,16:44
GOLD,10 GRMS,AHMEDABAD,33094.00,+,30-Jan-19,13:00
GOLD,10 GRMS,AHMEDABAD,32862.00,+,29-Jan-19,16:39
GOLD,10 GRMS,AHMEDABAD,32807.00,+,29-Jan-19,12:48
GOLD,10 GRMS,AHMEDABAD,32691.00,+,28-Jan-19,16:50
GOLD,10 GRMS,AHMEDABAD,32688.00,+,28-Jan-19,12:45
GOLD,10 GRMS,AHMEDABAD,32303.00,+,25-Jan-19,17:06
GOLD,10 GRMS,AHMEDABAD,32262.00,+,25-Jan-19,12:57
GOLD,10 GRMS,AHMEDABAD,32226.00,-,24-Jan-19,16:43
GOLD,10 GRMS,AHMEDABAD,32255.00,-,24-Jan-19,13:01
GOLD,10 GRMS,AHMEDABAD,32341.00,+,23-Jan-19,17:35
GOLD,10 GRMS,AHMEDABAD,32295.00,-,23-Jan-19,12:44
GOLD,10 GRMS,AHMEDABAD,32324.00,+,22-Jan-19,16:43
GOLD,10 GRMS,AHMEDABAD,32218.00,+,22-Jan-19,12:54
GOLD,10 GRMS,AHMEDABAD,32154.00,-,21-Jan-19,16:37
GOLD,10 GRMS,AHMEDABAD,32291.00,+,21-Jan-19,13:06
GOLD,10 GRMS,AHMEDABAD,32276.00,-,18-Jan-19,17:34
GOLD,10 GRMS,AHMEDABAD,32402.00,+,18-Jan-19,14:20
GOLD,10 GRMS,AHMEDABAD,32396.00,-,17-Jan-19,17:08
GOLD,10 GRMS,AHMEDABAD,32477.00,+,17-Jan-19,14:31
GOLD,10 GRMS,AHMEDABAD,32351.00,-,16-Jan-19,17:07
GOLD,10 GRMS,AHMEDABAD,32385.00,+,16-Jan-19,13:01
GOLD,10 GRMS,AHMEDABAD,32117.00,=,15-Jan-19,16:39
GOLD,10 GRMS,AHMEDABAD,32117.00,=,15-Jan-19,13:33
GOLD,10 GRMS,AHMEDABAD,32117.00,=,14-Jan-19,16:33
GOLD,10 GRMS,AHMEDABAD,32117.00,=,14-Jan-19,12:44
GOLD,10 GRMS,AHMEDABAD,32117.00,+,11-Jan-19,16:46
GOLD,10 GRMS,AHMEDABAD,32091.00,-,11-Jan-19,12:46
GOLD,10 GRMS,AHMEDABAD,32116.00,-,10-Jan-19,16:59
GOLD,10 GRMS,AHMEDABAD,32157.00,+,10-Jan-19,12:46
GOLD,10 GRMS,AHMEDABAD,31863.00,+,09-Jan-19,16:30
GOLD,10 GRMS,AHMEDABAD,31849.00,+,09-Jan-19,12:45
GOLD,10 GRMS,AHMEDABAD,31734.00,+,08-Jan-19,16:38
GOLD,10 GRMS,AHMEDABAD,31722.00,-,08-Jan-19,12:49
GOLD,10 GRMS,AHMEDABAD,31764.00,+,07-Jan-19,16:38
GOLD,10 GRMS,AHMEDABAD,31629.00,-,07-Jan-19,13:26
GOLD,10 GRMS,AHMEDABAD,31769.00,-,04-Jan-19,16:37
GOLD,10 GRMS,AHMEDABAD,31825.00,-,04-Jan-19,13:12
GOLD,10 GRMS,AHMEDABAD,31883.00,-,03-Jan-19,16:43
GOLD,10 GRMS,AHMEDABAD,31997.00,+,03-Jan-19,12:47
GOLD,10 GRMS,AHMEDABAD,31792.00,+,02-Jan-19,16:56
GOLD,10 GRMS,AHMEDABAD,31575.00,+,02-Jan-19,12:45
GOLD,10 GRMS,AHMEDABAD,31531.00,+,01-Jan-19,16:53
GOLD,10 GRMS,AHMEDABAD,31523.00,-,01-Jan-19,13:20
GOLD,10 GRMS,AHMEDABAD,31566.00,+,31-Dec-18,17:04
GOLD,10 GRMS,AHMEDABAD,31504.00,-,31-Dec-18,12:59
GOLD,10 GRMS,AHMEDABAD,31547.00,-,28-Dec-18,18:10
GOLD,10 GRMS,AHMEDABAD,31587.00,+,28-Dec-18,13:25
GOLD,10 GRMS,AHMEDABAD,31513.00,+,27-Dec-18,17:22
GOLD,10 GRMS,AHMEDABAD,31436.00,-,27-Dec-18,13:35
GOLD,10 GRMS,AHMEDABAD,31452.00,+,26-Dec-18,17:27
GOLD,10 GRMS,AHMEDABAD,31411.00,+,26-Dec-18,13:31
GOLD,10 GRMS,AHMEDABAD,31190.00,-,24-Dec-18,16:49
GOLD,10 GRMS,AHMEDABAD,31254.00,+,24-Dec-18,12:59
GOLD,10 GRMS,AHMEDABAD,31114.00,=,21-Dec-18,17:11
GOLD,10 GRMS,AHMEDABAD,31115.00,+,21-Dec-18,13:17
GOLD,10 GRMS,AHMEDABAD,31040.00,+,20-Dec-18,17:20
GOLD,10 GRMS,AHMEDABAD,30931.00,-,20-Dec-18,13:20
GOLD,10 GRMS,AHMEDABAD,31043.00,+,19-Dec-18,17:45
GOLD,10 GRMS,AHMEDABAD,30975.00,-,19-Dec-18,13:45
GOLD,10 GRMS,AHMEDABAD,31205.00,-,18-Dec-18,17:33
GOLD,10 GRMS,AHMEDABAD,31292.00,+,18-Dec-18,13:01
GOLD,10 GRMS,AHMEDABAD,31287.00,-,17-Dec-18,17:32
GOLD,10 GRMS,AHMEDABAD,31302.00,-,17-Dec-18,13:11
GOLD,10 GRMS,AHMEDABAD,31374.00,+,14-Dec-18,16:41
GOLD,10 GRMS,AHMEDABAD,31363.00,-,14-Dec-18,12:56
GOLD,10 GRMS,AHMEDABAD,31410.00,-,13-Dec-18,16:59
GOLD,10 GRMS,AHMEDABAD,31431.00,-,13-Dec-18,12:54
GOLD,10 GRMS,AHMEDABAD,31577.00,-,12-Dec-18,17:13
