Commodity,Unit,Location,Spot Price(Rs.),Up/Down,Date,Time
GOLD,10 GRMS,AHMEDABAD,45193.00,-,02-Mar-21,13:23
GOLD,10 GRMS,AHMEDABAD,45826.00,-,01-Mar-21,17:09
GOLD,10 GRMS,AHMEDABAD,45905.00,-,01-Mar-21,13:54
GOLD,10 GRMS,AHMEDABAD,46425.00,+,26-Feb-21,17:46
GOLD,10 GRMS,AHMEDABAD,45961.00,-,26-Feb-21,13:44
GOLD,10 GRMS,AHMEDABAD,46344.00,+,25-Feb-21,17:21
GOLD,10 GRMS,AHMEDABAD,46339.00,-,25-Feb-21,13:30
GOLD,10 GRMS,AHMEDABAD,46621.00,+,24-Feb-21,17:44
GOLD,10 GRMS,AHMEDABAD,46617.00,-,24-Feb-21,14:08
GOLD,10 GRMS,AHMEDABAD,46711.00,-,23-Feb-21,16:52
GOLD,10 GRMS,AHMEDABAD,46724.00,+,23-Feb-21,13:43
GOLD,10 GRMS,AHMEDABAD,46475.00,+,22-Feb-21,17:06
GOLD,10 GRMS,AHMEDABAD,46322.00,+,22-Feb-21,13:41
GOLD,10 GRMS,AHMEDABAD,45954.00,-,19-Feb-21,17:39
GOLD,10 GRMS,AHMEDABAD,45976.00,-,19-Feb-21,14:08
GOLD,10 GRMS,AHMEDABAD,46263.00,+,18-Feb-21,17:58
GOLD,10 GRMS,AHMEDABAD,46222.00,-,18-Feb-21,13:39
GOLD,10 GRMS,AHMEDABAD,46490.00,-,17-Feb-21,17:08
GOLD,10 GRMS,AHMEDABAD,46568.00,-,17-Feb-21,13:30
GOLD,10 GRMS,AHMEDABAD,47257.00,+,16-Feb-21,17:28
GOLD,10 GRMS,AHMEDABAD,47204.00,+,16-Feb-21,14:18
GOLD,10 GRMS,AHMEDABAD,47195.00,+,15-Feb-21,18:41
GOLD,10 GRMS,AHMEDABAD,47127.00,-,15-Feb-21,14:13
GOLD,10 GRMS,AHMEDABAD,47193.00,-,12-Feb-21,17:07
GOLD,10 GRMS,AHMEDABAD,47213.00,-,12-Feb-21,13:10
GOLD,10 GRMS,AHMEDABAD,47776.00,-,11-Feb-21,17:14
GOLD,10 GRMS,AHMEDABAD,47782.00,+,11-Feb-21,13:18
GOLD,10 GRMS,AHMEDABAD,47778.00,-,10-Feb-21,18:09
GOLD,10 GRMS,AHMEDABAD,47891.00,-,10-Feb-21,13:21
GOLD,10 GRMS,AHMEDABAD,47907.00,+,09-Feb-21,18:07
GOLD,10 GRMS,AHMEDABAD,47862.00,+,09-Feb-21,13:42
GOLD,10 GRMS,AHMEDABAD,47457.00,+,08-Feb-21,18:08
GOLD,10 GRMS,AHMEDABAD,47250.00,+,08-Feb-21,13:43
GOLD,10 GRMS,AHMEDABAD,47048.00,=,05-Feb-21,18:46
GOLD,10 GRMS,AHMEDABAD,46882.00,-,05-Feb-21,13:32
GOLD,10 GRMS,AHMEDABAD,47263.00,-,04-Feb-21,17:50
GOLD,10 GRMS,AHMEDABAD,47554.00,-,04-Feb-21,14:12
GOLD,10 GRMS,AHMEDABAD,47768.00,-,03-Feb-21,17:59
GOLD,10 GRMS,AHMEDABAD,47808.00,-,03-Feb-21,14:32
GOLD,10 GRMS,AHMEDABAD,48182.00,-,02-Feb-21,17:54
GOLD,10 GRMS,AHMEDABAD,48208.00,-,02-Feb-21,13:34
GOLD,10 GRMS,AHMEDABAD,48724.00,+,01-Feb-21,18:03
GOLD,10 GRMS,AHMEDABAD,48680.00,-,01-Feb-21,15:44
GOLD,10 GRMS,AHMEDABAD,49205.00,+,29-Jan-21,18:40
GOLD,10 GRMS,AHMEDABAD,48988.00,+,29-Jan-21,13:48
GOLD,10 GRMS,AHMEDABAD,48819.00,+,28-Jan-21,17:18
GOLD,10 GRMS,AHMEDABAD,48740.00,-,28-Jan-21,14:10
GOLD,10 GRMS,AHMEDABAD,48814.00,-,27-Jan-21,17:20
GOLD,10 GRMS,AHMEDABAD,48855.00,-,27-Jan-21,13:33
GOLD,10 GRMS,AHMEDABAD,49239.00,+,25-Jan-21,18:06
GOLD,10 GRMS,AHMEDABAD,48954.00,+,25-Jan-21,13:52
GOLD,10 GRMS,AHMEDABAD,48920.00,-,22-Jan-21,17:22
GOLD,10 GRMS,AHMEDABAD,49267.00,-,22-Jan-21,13:32
GOLD,10 GRMS,AHMEDABAD,49442.00,-,21-Jan-21,17:16
GOLD,10 GRMS,AHMEDABAD,49513.00,+,21-Jan-21,13:22
GOLD,10 GRMS,AHMEDABAD,49086.00,-,20-Jan-21,17:39
GOLD,10 GRMS,AHMEDABAD,49149.00,+,20-Jan-21,13:30
GOLD,10 GRMS,AHMEDABAD,48977.00,+,19-Jan-21,17:17
GOLD,10 GRMS,AHMEDABAD,48873.00,+,19-Jan-21,13:53
GOLD,10 GRMS,AHMEDABAD,48812.00,-,18-Jan-21,18:09
GOLD,10 GRMS,AHMEDABAD,48828.00,-,18-Jan-21,13:38
GOLD,10 GRMS,AHMEDABAD,49285.00,=,15-Jan-21,13:32
GOLD,10 GRMS,AHMEDABAD,49285.00,=,14-Jan-21,13:11
GOLD,10 GRMS,AHMEDABAD,49285.00,-,13-Jan-21,18:44
GOLD,10 GRMS,AHMEDABAD,49337.00,-,13-Jan-21,14:04
GOLD,10 GRMS,AHMEDABAD,49488.00,-,12-Jan-21,18:04
GOLD,10 GRMS,AHMEDABAD,49503.00,+,12-Jan-21,14:22
GOLD,10 GRMS,AHMEDABAD,49344.00,+,11-Jan-21,18:00
GOLD,10 GRMS,AHMEDABAD,49267.00,-,11-Jan-21,14:16
GOLD,10 GRMS,AHMEDABAD,50256.00,-,08-Jan-21,17:41
GOLD,10 GRMS,AHMEDABAD,50679.00,-,08-Jan-21,13:06
GOLD,10 GRMS,AHMEDABAD,50871.00,+,07-Jan-21,18:00
GOLD,10 GRMS,AHMEDABAD,50832.00,-,07-Jan-21,13:53
GOLD,10 GRMS,AHMEDABAD,51539.00,+,06-Jan-21,17:42
GOLD,10 GRMS,AHMEDABAD,51392.00,-,06-Jan-21,13:27
GOLD,10 GRMS,AHMEDABAD,51465.00,+,05-Jan-21,18:18
GOLD,10 GRMS,AHMEDABAD,51248.00,+,05-Jan-21,13:54
GOLD,10 GRMS,AHMEDABAD,51012.00,+,04-Jan-21,17:47
GOLD,10 GRMS,AHMEDABAD,50791.00,+,04-Jan-21,13:51
GOLD,10 GRMS,AHMEDABAD,50143.00,+,01-Jan-21,18:07
GOLD,10 GRMS,AHMEDABAD,50040.00,+,01-Jan-21,13:42
GOLD,10 GRMS,AHMEDABAD,50005.00,+,31-Dec-20,18:32
GOLD,10 GRMS,AHMEDABAD,49993.00,+,31-Dec-20,13:54
GOLD,10 GRMS,AHMEDABAD,49774.00,-,30-Dec-20,17:50
GOLD,10 GRMS,AHMEDABAD,49881.00,+,30-Dec-20,14:05
GOLD,10 GRMS,AHMEDABAD,49854.00,+,29-Dec-20,18:12
GOLD,10 GRMS,AHMEDABAD,49851.00,-,29-Dec-20,14:15
GOLD,10 GRMS,AHMEDABAD,49866.00,-,28-Dec-20,18:19
GOLD,10 GRMS,AHMEDABAD,50074.00,+,28-Dec-20,14:24
GOLD,10 GRMS,AHMEDABAD,49787.00,-,24-Dec-20,17:25
GOLD,10 GRMS,AHMEDABAD,49847.00,+,24-Dec-20,13:42
GOLD,10 GRMS,AHMEDABAD,49706.00,-,23-Dec-20,17:34
GOLD,10 GRMS,AHMEDABAD,49758.00,-,23-Dec-20,13:40
GOLD,10 GRMS,AHMEDABAD,49979.00,+,22-Dec-20,17:14
GOLD,10 GRMS,AHMEDABAD,49897.00,-,22-Dec-20,14:03
GOLD,10 GRMS,AHMEDABAD,50115.00,-,21-Dec-20,17:38
GOLD,10 GRMS,AHMEDABAD,50420.00,+,21-Dec-20,14:15
GOLD,10 GRMS,AHMEDABAD,49939.00,-,18-Dec-20,17:41
GOLD,10 GRMS,AHMEDABAD,49980.00,+,18-Dec-20,13:37
GOLD,10 GRMS,AHMEDABAD,49790.00,+,17-Dec-20,17:34
GOLD,10 GRMS,AHMEDABAD,49694.00,+,17-Dec-20,13:53
GOLD,10 GRMS,AHMEDABAD,49601.00,=,16-Dec-20,19:31
GOLD,10 GRMS,AHMEDABAD,49377.00,+,16-Dec-20,13:39
GOLD,10 GRMS,AHMEDABAD,49103.00,+,15-Dec-20,17:27
GOLD,10 GRMS,AHMEDABAD,49099.00,+,15-Dec-20,14:22
GOLD,10 GRMS,AHMEDABAD,48695.00,-,14-Dec-20,18:02
GOLD,10 GRMS,AHMEDABAD,48830.00,-,14-Dec-20,14:21
GOLD,10 GRMS,AHMEDABAD,48985.00,+,11-Dec-20,18:23
GOLD,10 GRMS,AHMEDABAD,48933.00,-,11-Dec-20,14:16
GOLD,10 GRMS,AHMEDABAD,49049.00,+,10-Dec-20,18:18
GOLD,10 GRMS,AHMEDABAD,49017.00,-,10-Dec-20,14:06
GOLD,10 GRMS,AHMEDABAD,49505.00,-,09-Dec-20,18:14
GOLD,10 GRMS,AHMEDABAD,49531.00,-,09-Dec-20,14:16
GOLD,10 GRMS,AHMEDABAD,49671.00,-,08-Dec-20,18:31
GOLD,10 GRMS,AHMEDABAD,49796.00,+,08-Dec-20,14:24
GOLD,10 GRMS,AHMEDABAD,49059.00,-,07-Dec-20,18:27
GOLD,10 GRMS,AHMEDABAD,49089.00,-,07-Dec-20,14:23
GOLD,10 GRMS,AHMEDABAD,49153.00,-,04-Dec-20,17:49
GOLD,10 GRMS,AHMEDABAD,49285.00,-,04-Dec-20,13:48
GOLD,10 GRMS,AHMEDABAD,49361.00,+,03-Dec-20,18:10
GOLD,10 GRMS,AHMEDABAD,49242.00,+,03-Dec-20,13:27
GOLD,10 GRMS,AHMEDABAD,48973.00,+,02-Dec-20,18:14
GOLD,10 GRMS,AHMEDABAD,48575.00,+,02-Dec-20,13:47
GOLD,10 GRMS,AHMEDABAD,48314.00,+,01-Dec-20,17:10
GOLD,10 GRMS,AHMEDABAD,47891.00,-,01-Dec-20,13:24
GOLD,10 GRMS,AHMEDABAD,48778.00,=,30-Nov-20,17:08
GOLD,10 GRMS,AHMEDABAD,48778.00,+,27-Nov-20,19:23
GOLD,10 GRMS,AHMEDABAD,48751.00,-,27-Nov-20,13:44
GOLD,10 GRMS,AHMEDABAD,48965.00,+,26-Nov-20,18:00
GOLD,10 GRMS,AHMEDABAD,48891.00,-,26-Nov-20,14:07
GOLD,10 GRMS,AHMEDABAD,48947.00,-,25-Nov-20,19:25
GOLD,10 GRMS,AHMEDABAD,48988.00,+,25-Nov-20,14:27
GOLD,10 GRMS,AHMEDABAD,48958.00,-,24-Nov-20,18:42
GOLD,10 GRMS,AHMEDABAD,49258.00,-,24-Nov-20,14:56
GOLD,10 GRMS,AHMEDABAD,50180.00,-,23-Nov-20,17:53
GOLD,10 GRMS,AHMEDABAD,50395.00,+,23-Nov-20,13:54
GOLD,10 GRMS,AHMEDABAD,50199.00,+,20-Nov-20,17:41
GOLD,10 GRMS,AHMEDABAD,50161.00,+,20-Nov-20,13:55
GOLD,10 GRMS,AHMEDABAD,50141.00,-,19-Nov-20,17:52
GOLD,10 GRMS,AHMEDABAD,50199.00,-,19-Nov-20,13:43
GOLD,10 GRMS,AHMEDABAD,50738.00,=,18-Nov-20,12:46
GOLD,10 GRMS,AHMEDABAD,50738.00,=,17-Nov-20,13:09
GOLD,10 GRMS,AHMEDABAD,50738.00,=,16-Nov-20,17:23
GOLD,10 GRMS,AHMEDABAD,50738.00,=,14-Nov-20,18:31
GOLD,10 GRMS,AHMEDABAD,50738.00,-,13-Nov-20,17:45
GOLD,10 GRMS,AHMEDABAD,50780.00,+,13-Nov-20,13:31
GOLD,10 GRMS,AHMEDABAD,50536.00,+,12-Nov-20,17:40
GOLD,10 GRMS,AHMEDABAD,50473.00,-,12-Nov-20,13:18
GOLD,10 GRMS,AHMEDABAD,50530.00,+,11-Nov-20,17:24
GOLD,10 GRMS,AHMEDABAD,50478.00,+,11-Nov-20,13:27
GOLD,10 GRMS,AHMEDABAD,50446.00,-,10-Nov-20,17:14
GOLD,10 GRMS,AHMEDABAD,50732.00,-,10-Nov-20,13:28
GOLD,10 GRMS,AHMEDABAD,52280.00,+,09-Nov-20,17:44
GOLD,10 GRMS,AHMEDABAD,52208.00,+,09-Nov-20,13:43
GOLD,10 GRMS,AHMEDABAD,52192.00,+,06-Nov-20,18:31
GOLD,10 GRMS,AHMEDABAD,52037.00,+,06-Nov-20,14:39
GOLD,10 GRMS,AHMEDABAD,51313.00,+,05-Nov-20,18:06
GOLD,10 GRMS,AHMEDABAD,51282.00,+,05-Nov-20,13:57
GOLD,10 GRMS,AHMEDABAD,51069.00,-,04-Nov-20,18:04
GOLD,10 GRMS,AHMEDABAD,51213.00,+,04-Nov-20,14:17
GOLD,10 GRMS,AHMEDABAD,51068.00,+,03-Nov-20,18:16
GOLD,10 GRMS,AHMEDABAD,50968.00,+,03-Nov-20,14:38
GOLD,10 GRMS,AHMEDABAD,50890.00,+,02-Nov-20,17:23
GOLD,10 GRMS,AHMEDABAD,50744.00,+,02-Nov-20,13:51
GOLD,10 GRMS,AHMEDABAD,50645.00,+,30-Oct-20,19:16
GOLD,10 GRMS,AHMEDABAD,50583.00,-,30-Oct-20,15:05
GOLD,10 GRMS,AHMEDABAD,50699.00,+,29-Oct-20,17:37
GOLD,10 GRMS,AHMEDABAD,50530.00,-,29-Oct-20,13:55
GOLD,10 GRMS,AHMEDABAD,50656.00,-,28-Oct-20,18:47
GOLD,10 GRMS,AHMEDABAD,51029.00,+,28-Oct-20,14:25
GOLD,10 GRMS,AHMEDABAD,50847.00,-,27-Oct-20,17:49
GOLD,10 GRMS,AHMEDABAD,50962.00,-,27-Oct-20,13:54
GOLD,10 GRMS,AHMEDABAD,51048.00,+,26-Oct-20,17:30
GOLD,10 GRMS,AHMEDABAD,50857.00,-,26-Oct-20,14:02
GOLD,10 GRMS,AHMEDABAD,51044.00,+,23-Oct-20,17:45
GOLD,10 GRMS,AHMEDABAD,50837.00,-,23-Oct-20,13:28
GOLD,10 GRMS,AHMEDABAD,51149.00,+,22-Oct-20,17:48
GOLD,10 GRMS,AHMEDABAD,51128.00,-,22-Oct-20,13:42
GOLD,10 GRMS,AHMEDABAD,51230.00,+,21-Oct-20,18:24
GOLD,10 GRMS,AHMEDABAD,51142.00,+,21-Oct-20,14:29
GOLD,10 GRMS,AHMEDABAD,50766.00,+,20-Oct-20,18:47
GOLD,10 GRMS,AHMEDABAD,50637.00,-,20-Oct-20,14:38
GOLD,10 GRMS,AHMEDABAD,50828.00,+,19-Oct-20,18:01
GOLD,10 GRMS,AHMEDABAD,50809.00,+,19-Oct-20,13:52
GOLD,10 GRMS,AHMEDABAD,50796.00,+,16-Oct-20,17:47
GOLD,10 GRMS,AHMEDABAD,50727.00,+,16-Oct-20,14:09
GOLD,10 GRMS,AHMEDABAD,50476.00,-,15-Oct-20,17:55
GOLD,10 GRMS,AHMEDABAD,50548.00,+,15-Oct-20,13:57
GOLD,10 GRMS,AHMEDABAD,50467.00,+,14-Oct-20,17:41
GOLD,10 GRMS,AHMEDABAD,50415.00,-,14-Oct-20,13:54
GOLD,10 GRMS,AHMEDABAD,50914.00,-,13-Oct-20,18:08
GOLD,10 GRMS,AHMEDABAD,50921.00,-,13-Oct-20,14:21
GOLD,10 GRMS,AHMEDABAD,51034.00,+,12-Oct-20,18:38
GOLD,10 GRMS,AHMEDABAD,51023.00,+,12-Oct-20,14:40
GOLD,10 GRMS,AHMEDABAD,50695.00,+,09-Oct-20,17:47
GOLD,10 GRMS,AHMEDABAD,50544.00,+,09-Oct-20,13:46
GOLD,10 GRMS,AHMEDABAD,50180.00,=,08-Oct-20,18:16
GOLD,10 GRMS,AHMEDABAD,50180.00,+,08-Oct-20,14:09
GOLD,10 GRMS,AHMEDABAD,50069.00,-,07-Oct-20,17:48
GOLD,10 GRMS,AHMEDABAD,50341.00,-,07-Oct-20,13:34
GOLD,10 GRMS,AHMEDABAD,50817.00,+,06-Oct-20,17:29
GOLD,10 GRMS,AHMEDABAD,50780.00,+,06-Oct-20,13:35
GOLD,10 GRMS,AHMEDABAD,50418.00,+,05-Oct-20,18:45
GOLD,10 GRMS,AHMEDABAD,50180.00,-,05-Oct-20,13:46
GOLD,10 GRMS,AHMEDABAD,50249.00,-,01-Oct-20,17:25
GOLD,10 GRMS,AHMEDABAD,50434.00,+,01-Oct-20,13:44
GOLD,10 GRMS,AHMEDABAD,50325.00,+,30-Sep-20,18:59
GOLD,10 GRMS,AHMEDABAD,50310.00,-,30-Sep-20,14:00
GOLD,10 GRMS,AHMEDABAD,50313.00,+,29-Sep-20,17:53
GOLD,10 GRMS,AHMEDABAD,50297.00,+,29-Sep-20,13:48
GOLD,10 GRMS,AHMEDABAD,49550.00,-,28-Sep-20,17:46
GOLD,10 GRMS,AHMEDABAD,49588.00,=,28-Sep-20,13:43
GOLD,10 GRMS,AHMEDABAD,49589.00,-,25-Sep-20,18:29
GOLD,10 GRMS,AHMEDABAD,49876.00,+,25-Sep-20,15:03
GOLD,10 GRMS,AHMEDABAD,49638.00,-,24-Sep-20,18:27
GOLD,10 GRMS,AHMEDABAD,49707.00,-,24-Sep-20,14:26
GOLD,10 GRMS,AHMEDABAD,50251.00,+,23-Sep-20,18:01
GOLD,10 GRMS,AHMEDABAD,50139.00,-,23-Sep-20,13:52
GOLD,10 GRMS,AHMEDABAD,50623.00,+,22-Sep-20,17:23
GOLD,10 GRMS,AHMEDABAD,50491.00,-,22-Sep-20,13:58
GOLD,10 GRMS,AHMEDABAD,51258.00,-,21-Sep-20,17:54
GOLD,10 GRMS,AHMEDABAD,51572.00,-,21-Sep-20,14:02
GOLD,10 GRMS,AHMEDABAD,51619.00,+,18-Sep-20,17:33
GOLD,10 GRMS,AHMEDABAD,51578.00,+,18-Sep-20,13:26
GOLD,10 GRMS,AHMEDABAD,51495.00,+,17-Sep-20,17:22
GOLD,10 GRMS,AHMEDABAD,51443.00,-,17-Sep-20,13:37
GOLD,10 GRMS,AHMEDABAD,51797.00,-,16-Sep-20,17:44
GOLD,10 GRMS,AHMEDABAD,51802.00,-,16-Sep-20,13:29
GOLD,10 GRMS,AHMEDABAD,51915.00,+,15-Sep-20,17:31
GOLD,10 GRMS,AHMEDABAD,51757.00,+,15-Sep-20,13:39
GOLD,10 GRMS,AHMEDABAD,51260.00,-,14-Sep-20,17:12
GOLD,10 GRMS,AHMEDABAD,51276.00,-,14-Sep-20,13:27
GOLD,10 GRMS,AHMEDABAD,51350.00,+,11-Sep-20,17:44
GOLD,10 GRMS,AHMEDABAD,51174.00,-,11-Sep-20,13:50
GOLD,10 GRMS,AHMEDABAD,51416.00,+,10-Sep-20,17:32
GOLD,10 GRMS,AHMEDABAD,51226.00,+,10-Sep-20,13:16
GOLD,10 GRMS,AHMEDABAD,51066.00,-,09-Sep-20,18:15
GOLD,10 GRMS,AHMEDABAD,51150.00,+,09-Sep-20,14:14
GOLD,10 GRMS,AHMEDABAD,50967.00,-,08-Sep-20,18:58
GOLD,10 GRMS,AHMEDABAD,51148.00,+,08-Sep-20,13:16
GOLD,10 GRMS,AHMEDABAD,51008.00,-,07-Sep-20,18:35
GOLD,10 GRMS,AHMEDABAD,51066.00,+,07-Sep-20,15:23
GOLD,10 GRMS,AHMEDABAD,50940.00,+,04-Sep-20,18:34
GOLD,10 GRMS,AHMEDABAD,50917.00,+,04-Sep-20,14:01
GOLD,10 GRMS,AHMEDABAD,50840.00,-,03-Sep-20,18:48
GOLD,10 GRMS,AHMEDABAD,50893.00,-,03-Sep-20,13:55
GOLD,10 GRMS,AHMEDABAD,51088.00,+,02-Sep-20,18:14
GOLD,10 GRMS,AHMEDABAD,50957.00,-,02-Sep-20,13:53
GOLD,10 GRMS,AHMEDABAD,51521.00,=,01-Sep-20,17:43
GOLD,10 GRMS,AHMEDABAD,51520.00,+,01-Sep-20,14:59
GOLD,10 GRMS,AHMEDABAD,51246.00,-,31-Aug-20,18:47
GOLD,10 GRMS,AHMEDABAD,51353.00,+,31-Aug-20,13:34
GOLD,10 GRMS,AHMEDABAD,50981.00,+,28-Aug-20,17:13
GOLD,10 GRMS,AHMEDABAD,50906.00,-,28-Aug-20,12:49
GOLD,10 GRMS,AHMEDABAD,51234.00,-,27-Aug-20,17:11
GOLD,10 GRMS,AHMEDABAD,51468.00,+,27-Aug-20,13:42
GOLD,10 GRMS,AHMEDABAD,51018.00,-,26-Aug-20,18:31
GOLD,10 GRMS,AHMEDABAD,51135.00,-,26-Aug-20,15:07
GOLD,10 GRMS,AHMEDABAD,51440.00,-,25-Aug-20,18:31
GOLD,10 GRMS,AHMEDABAD,51635.00,-,25-Aug-20,14:23
GOLD,10 GRMS,AHMEDABAD,52024.00,-,24-Aug-20,17:25
GOLD,10 GRMS,AHMEDABAD,52356.00,+,24-Aug-20,14:23
GOLD,10 GRMS,AHMEDABAD,51840.00,-,21-Aug-20,17:30
GOLD,10 GRMS,AHMEDABAD,52448.00,+,21-Aug-20,13:16
GOLD,10 GRMS,AHMEDABAD,52317.00,-,20-Aug-20,18:00
GOLD,10 GRMS,AHMEDABAD,52352.00,-,20-Aug-20,13:29
GOLD,10 GRMS,AHMEDABAD,53185.00,-,19-Aug-20,18:01
GOLD,10 GRMS,AHMEDABAD,53235.00,-,19-Aug-20,13:54
GOLD,10 GRMS,AHMEDABAD,53752.00,-,18-Aug-20,18:03
GOLD,10 GRMS,AHMEDABAD,53776.00,+,18-Aug-20,13:30
GOLD,10 GRMS,AHMEDABAD,52690.00,-,17-Aug-20,17:21
GOLD,10 GRMS,AHMEDABAD,52768.00,+,17-Aug-20,14:29
GOLD,10 GRMS,AHMEDABAD,52688.00,+,14-Aug-20,17:42
GOLD,10 GRMS,AHMEDABAD,52630.00,+,14-Aug-20,14:19
GOLD,10 GRMS,AHMEDABAD,52441.00,+,13-Aug-20,18:23
GOLD,10 GRMS,AHMEDABAD,52438.00,-,13-Aug-20,13:48
GOLD,10 GRMS,AHMEDABAD,53758.00,=,12-Aug-20,12:45
GOLD,10 GRMS,AHMEDABAD,53758.00,-,11-Aug-20,17:54
GOLD,10 GRMS,AHMEDABAD,54538.00,-,11-Aug-20,13:29
GOLD,10 GRMS,AHMEDABAD,55331.00,+,10-Aug-20,16:47
GOLD,10 GRMS,AHMEDABAD,55323.00,-,10-Aug-20,13:43
GOLD,10 GRMS,AHMEDABAD,55922.00,-,07-Aug-20,16:39
GOLD,10 GRMS,AHMEDABAD,56018.00,+,07-Aug-20,13:25
GOLD,10 GRMS,AHMEDABAD,55560.00,+,06-Aug-20,16:42
GOLD,10 GRMS,AHMEDABAD,55522.00,+,06-Aug-20,13:24
GOLD,10 GRMS,AHMEDABAD,55230.00,+,05-Aug-20,18:09
GOLD,10 GRMS,AHMEDABAD,55029.00,+,05-Aug-20,13:33
GOLD,10 GRMS,AHMEDABAD,53772.00,-,04-Aug-20,17:05
GOLD,10 GRMS,AHMEDABAD,53792.00,+,04-Aug-20,13:32
GOLD,10 GRMS,AHMEDABAD,53615.00,=,03-Aug-20,13:23
GOLD,10 GRMS,AHMEDABAD,53615.00,-,31-Jul-20,17:56
GOLD,10 GRMS,AHMEDABAD,53655.00,+,31-Jul-20,12:55
GOLD,10 GRMS,AHMEDABAD,53099.00,+,30-Jul-20,17:37
GOLD,10 GRMS,AHMEDABAD,53071.00,+,30-Jul-20,13:54
GOLD,10 GRMS,AHMEDABAD,52853.00,-,29-Jul-20,16:50
GOLD,10 GRMS,AHMEDABAD,52953.00,+,29-Jul-20,13:45
GOLD,10 GRMS,AHMEDABAD,52278.00,+,28-Jul-20,17:24
GOLD,10 GRMS,AHMEDABAD,52078.00,-,28-Jul-20,14:16
GOLD,10 GRMS,AHMEDABAD,52260.00,+,27-Jul-20,18:06
GOLD,10 GRMS,AHMEDABAD,52116.00,+,27-Jul-20,13:36
GOLD,10 GRMS,AHMEDABAD,50960.00,-,24-Jul-20,17:07
GOLD,10 GRMS,AHMEDABAD,51005.00,+,24-Jul-20,13:55
GOLD,10 GRMS,AHMEDABAD,50619.00,+,23-Jul-20,17:05
GOLD,10 GRMS,AHMEDABAD,50484.00,+,23-Jul-20,13:10
GOLD,10 GRMS,AHMEDABAD,50005.00,-,22-Jul-20,17:19
GOLD,10 GRMS,AHMEDABAD,50015.00,+,22-Jul-20,13:28
GOLD,10 GRMS,AHMEDABAD,49264.00,=,21-Jul-20,16:57
GOLD,10 GRMS,AHMEDABAD,49265.00,+,21-Jul-20,13:24
GOLD,10 GRMS,AHMEDABAD,49118.00,+,20-Jul-20,17:58
GOLD,10 GRMS,AHMEDABAD,49061.00,+,20-Jul-20,14:39
GOLD,10 GRMS,AHMEDABAD,48942.00,+,17-Jul-20,17:21
GOLD,10 GRMS,AHMEDABAD,48844.00,-,17-Jul-20,13:51
GOLD,10 GRMS,AHMEDABAD,49077.00,-,16-Jul-20,17:20
GOLD,10 GRMS,AHMEDABAD,49113.00,+,16-Jul-20,13:35
GOLD,10 GRMS,AHMEDABAD,49062.00,-,15-Jul-20,17:17
GOLD,10 GRMS,AHMEDABAD,49234.00,+,15-Jul-20,13:07
GOLD,10 GRMS,AHMEDABAD,48998.00,-,14-Jul-20,17:38
GOLD,10 GRMS,AHMEDABAD,49055.00,-,14-Jul-20,13:44
GOLD,10 GRMS,AHMEDABAD,49140.00,+,13-Jul-20,16:46
GOLD,10 GRMS,AHMEDABAD,49079.00,-,13-Jul-20,13:33
GOLD,10 GRMS,AHMEDABAD,49143.00,+,10-Jul-20,16:41
GOLD,10 GRMS,AHMEDABAD,48968.00,-,10-Jul-20,13:23
GOLD,10 GRMS,AHMEDABAD,49054.00,-,09-Jul-20,16:52
GOLD,10 GRMS,AHMEDABAD,49175.00,+,09-Jul-20,13:34
GOLD,10 GRMS,AHMEDABAD,48965.00,+,08-Jul-20,18:09
GOLD,10 GRMS,AHMEDABAD,48764.00,+,08-Jul-20,13:34
GOLD,10 GRMS,AHMEDABAD,48235.00,-,07-Jul-20,17:08
GOLD,10 GRMS,AHMEDABAD,48427.00,+,07-Jul-20,13:27
GOLD,10 GRMS,AHMEDABAD,48168.00,+,06-Jul-20,17:52
GOLD,10 GRMS,AHMEDABAD,48156.00,-,06-Jul-20,14:25
GOLD,10 GRMS,AHMEDABAD,48227.00,-,03-Jul-20,17:21
GOLD,10 GRMS,AHMEDABAD,48256.00,+,03-Jul-20,14:07
GOLD,10 GRMS,AHMEDABAD,48173.00,-,02-Jul-20,17:15
GOLD,10 GRMS,AHMEDABAD,48339.00,-,02-Jul-20,13:26
GOLD,10 GRMS,AHMEDABAD,48730.00,-,01-Jul-20,17:22
GOLD,10 GRMS,AHMEDABAD,48908.00,+,01-Jul-20,13:32
GOLD,10 GRMS,AHMEDABAD,48304.00,-,30-Jun-20,19:06
GOLD,10 GRMS,AHMEDABAD,48379.00,+,30-Jun-20,13:43
GOLD,10 GRMS,AHMEDABAD,48376.00,+,29-Jun-20,17:18
GOLD,10 GRMS,AHMEDABAD,48341.00,+,29-Jun-20,14:25
GOLD,10 GRMS,AHMEDABAD,48117.00,+,26-Jun-20,17:04
GOLD,10 GRMS,AHMEDABAD,48026.00,+,26-Jun-20,13:14
GOLD,10 GRMS,AHMEDABAD,48021.00,-,25-Jun-20,17:26
GOLD,10 GRMS,AHMEDABAD,48099.00,-,25-Jun-20,13:12
GOLD,10 GRMS,AHMEDABAD,48389.00,+,24-Jun-20,18:06
GOLD,10 GRMS,AHMEDABAD,48369.00,+,24-Jun-20,13:21
GOLD,10 GRMS,AHMEDABAD,47942.00,+,23-Jun-20,17:47
GOLD,10 GRMS,AHMEDABAD,47871.00,-,23-Jun-20,13:38
GOLD,10 GRMS,AHMEDABAD,47911.00,-,22-Jun-20,17:25
